Messstellennummer;Datum;Parameter;Einheit;Messwert
10421;2021-05-19;Karbonathärte;mmol/l;2,33
10421;2021-05-19;AOX;µg/l;19,00
10421;2021-05-19;Phenolindex (ges.);µg/l;-10,00
10421;2021-05-19;LHKW (Summe);µg/l;-0,10
10421;2021-05-19;BTXE (Summe);µg/l;-0,10
10421;2021-05-19;Arsen;µg/l;0,96
10421;2021-05-19;Barium;µg/l;92,00
10421;2021-05-19;Blei;µg/l;-0,10
10421;2021-05-19;Bor;µg/l;22,00
10421;2021-05-19;Cadmium;µg/l;-0,03
10421;2021-05-19;Chrom;µg/l;-0,10
10421;2021-05-19;Kupfer;µg/l;-0,10
10421;2021-05-19;Aluminium-gelöst;µg/l;-2,00
10421;2021-05-19;Molybdän;µg/l;0,99
10421;2021-05-19;Nickel;µg/l;0,11
10421;2021-05-19;Quecksilber;µg/l;-0,01
10421;2021-05-19;Selen;µg/l;-0,90
10421;2021-05-19;Zink;µg/l;-1,00
10421;2021-05-19;Vanadium;µg/l;-0,10
10421;2021-05-19;Thallium;µg/l;-0,05
10421;2021-05-19;Uran;µg/l;-0,05
10421;2021-05-19;Dichlormethan;µg/l;-0,10
10421;2021-05-19;Trichlormethan;µg/l;-0,10
10421;2021-05-19;Tetrachlormethan;µg/l;-0,10
10421;2021-05-19;1,2-Dichlorethan;µg/l;-0,10
10421;2021-05-19;cis-1,2-Dichloreth.;µg/l;-0,10
10421;2021-05-19;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
10421;2021-05-19;Trichlorethen;µg/l;-0,10
10421;2021-05-19;Tetrachlorethen;µg/l;-0,10
10421;2021-05-19;Vinylchlorid;µg/l;-0,10
10421;2021-05-19;trans-1,2-Dichloret.;µg/l;-0,10
10421;2021-05-19;Benzen;µg/l;-0,10
10421;2021-05-19;Ethylbenzen;µg/l;-0,10
10421;2021-05-19;Toluen;µg/l;-0,10
10421;2021-05-19;Xylen (meta/para);µg/l;-0,10
10421;2021-05-19;Xylen (ortho);µg/l;-0,10
10421;2021-05-19;Cumol;µg/l;-0,10
10421;2021-05-19;Naphtalin;µg/l;-0,01
10421;2021-05-19;Acenaphthylen;µg/l;-0,01
10421;2021-05-19;Acenaphthen;µg/l;0,00
10421;2021-05-19;Fluoren;µg/l;0,00
10421;2021-05-19;Phenanthren;µg/l;0,00
10421;2021-05-19;Anthracen;µg/l;-0,01
10421;2021-05-19;Fluoranthen;µg/l;0,00
10421;2021-05-19;Pyren;µg/l;0,00
10421;2021-05-19;Benz-a-Anthracen;µg/l;0,00
10421;2021-05-19;Chrysen;µg/l;0,00
10421;2021-05-19;Benz-b-Fluoranthen;µg/l;0,00
10421;2021-05-19;Benz-k-Fluoranthen;µg/l;0,00
10421;2021-05-19;Benz-a-Pyren;µg/l;0,00
10421;2021-05-19;Dibenz-a,h-Anthracen;µg/l;0,00
10421;2021-05-19;Benz-g,h,i-Perylen;µg/l;0,00
10421;2021-05-19;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
10421;2021-05-19;Summe Na+Cl;mg/l;126,60
10421;2021-05-19;Ionenbilanz (Labor);ohne Einheit;-1,80
10421;2021-11-30;Temperatur (Luft);grd Celsius;2,00
10421;2021-11-30;pH-Wert (Feld);ohne Einheit;7,10
10421;2021-11-30;Temperatur (Wasser);grd C;11,10
10421;2021-11-30;Leitfähigkeit 25°C vor Ort;µS/cm;1019,00
10421;2021-11-30;Wasserst.(ROK) vor;m;2,45
10421;2021-11-30;Wasserst.(ROK) nach;m;2,53
10421;2021-11-30;Entnahmeteufe (ROK);m unter ROK;5,00
10421;2021-11-30;Förderrate;l/s;0,17
10421;2021-11-30;Redox Pumpbeginn;mV;-100,00
10421;2021-11-30;O2-Gehalt Pumpbeg.;mg/l;0,49
10421;2021-11-30;Redox Pumpende;mV;-95,00
10421;2021-11-30;pH Pumpende;ohne Einheit;7,10
10421;2021-11-30;O2-Gehalt Pumpende;mg/l;0,50
10421;2021-11-30;Chlorid;mg/l;91,00
10421;2021-11-30;Fluorid;mg/l;0,25
10421;2021-11-30;Hydrogenkarbonat;mg/l;289,80
10421;2021-11-30;Nitrit (N);mg/l N;-0,01
10421;2021-11-30;Nitrat (N);mg/l N;-0,02
10421;2021-11-30;Ortho-Phosphat (P);mg/l P;-0,01
10421;2021-11-30;Sulfat;mg/l;209,00
10421;2021-11-30;Cyanide (ges.);mg/l;0,00
10421;2021-11-30;Bromid;mg/l;0,10
10421;2021-11-30;Nitrit;mg/l;-0,03
10421;2021-11-30;Nitrat;mg/l;-0,09
10421;2021-11-30;Ortho-Phosphat;mg/l;-0,03
10421;2021-11-30;Ammonium (N);mg/l N;-0,02
10421;2021-11-30;Eisen-2;mg/l;1,42
10421;2021-11-30;Eisen (ges.);mg/l;1,50
10421;2021-11-30;Kalium;mg/l;2,62
10421;2021-11-30;Kalzium;mg/l;166,00
10421;2021-11-30;Magnesium;mg/l;20,40
10421;2021-11-30;Natrium;mg/l;37,50
10421;2021-11-30;Mangan;mg/l;0,07
10421;2021-11-30;Ammonium;mg/l;-0,03
10421;2021-11-30;Leitfähigkeit /Lab. bei 25°C;µS/cm;1076,00
10421;2021-11-30;UV-Adsorption (254);1/m;2,58
10421;2021-11-30;CSV (KMNO4);mg/l O2;0,55
10421;2021-11-30;Basenkap. bis 8.2;mmol/l;0,57
10421;2021-11-30;Säure-Kap. bis 4.3;mmol/l;4,75
10421;2021-11-30;Kohlenstoff (organ.);mg/l C;2,00
10421;2021-11-30;pH-Wert /Lab.;ohne Einheit;7,20
10421;2021-11-30;Gesamthärte;mmol/l;5,00
10421;2021-11-30;Karbonathärte;mmol/l;2,38
10421;2021-11-30;AOX;µg/l;-10,00
10421;2021-11-30;Phenolindex (ges.);µg/l;-10,00
10421;2021-11-30;LHKW (Summe);µg/l;-0,10
10421;2021-11-30;BTXE (Summe);µg/l;-0,10
10421;2021-11-30;Arsen;µg/l;1,00
10421;2021-11-30;Barium;µg/l;102,00
10421;2021-11-30;Blei;µg/l;-0,10
10421;2021-11-30;Bor;µg/l;20,00
10421;2021-11-30;Cadmium;µg/l;-0,03
10421;2021-11-30;Chrom;µg/l;-0,10
10421;2021-11-30;Kupfer;µg/l;-0,10
10421;2021-11-30;Aluminium-gelöst;µg/l;-2,00
10421;2021-11-30;Molybdän;µg/l;1,10
10421;2021-11-30;Nickel;µg/l;-0,10
10421;2021-11-30;Quecksilber;µg/l;-0,01
10421;2021-11-30;Selen;µg/l;-0,90
10421;2021-11-30;Zink;µg/l;-1,00
10421;2021-11-30;Vanadium;µg/l;-0,10
10421;2021-11-30;Thallium;µg/l;-0,05
10421;2021-11-30;Uran;µg/l;-0,05
10421;2021-11-30;Dichlormethan;µg/l;-0,10
10421;2021-11-30;Trichlormethan;µg/l;-0,10
10421;2021-11-30;Tetrachlormethan;µg/l;-0,10
10421;2021-11-30;1,2-Dichlorethan;µg/l;-0,10
10421;2021-11-30;cis-1,2-Dichloreth.;µg/l;-0,10
10421;2021-11-30;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
10421;2021-11-30;Trichlorethen;µg/l;-0,10
10421;2021-11-30;Tetrachlorethen;µg/l;-0,10
10421;2021-11-30;Vinylchlorid;µg/l;-0,10
10421;2021-11-30;trans-1,2-Dichloret.;µg/l;-0,10
10421;2021-11-30;Benzen;µg/l;-0,10
10421;2021-11-30;Ethylbenzen;µg/l;-0,10
10421;2021-11-30;Toluen;µg/l;-0,10
10421;2021-11-30;Xylen (meta/para);µg/l;-0,10
10421;2021-11-30;Xylen (ortho);µg/l;-0,10
10421;2021-11-30;Cumol;µg/l;-0,10
10421;2021-11-30;Naphtalin;µg/l;-0,01
10421;2021-11-30;Acenaphthylen;µg/l;0,01
10421;2021-11-30;Acenaphthen;µg/l;0,00
10421;2021-11-30;Fluoren;µg/l;0,00
10421;2021-11-30;Phenanthren;µg/l;0,00
10421;2021-11-30;Anthracen;µg/l;-0,01
10421;2021-11-30;Fluoranthen;µg/l;0,00
10421;2021-11-30;Pyren;µg/l;0,00
10421;2021-11-30;Benz-a-Anthracen;µg/l;0,00
10421;2021-11-30;Chrysen;µg/l;0,00
10421;2021-11-30;Benz-b-Fluoranthen;µg/l;0,00
10421;2021-11-30;Benz-k-Fluoranthen;µg/l;0,00
10421;2021-11-30;Benz-a-Pyren;µg/l;0,00
10421;2021-11-30;Dibenz-a,h-Anthracen;µg/l;0,00
10421;2021-11-30;Benz-g,h,i-Perylen;µg/l;0,00
10421;2021-11-30;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
10421;2021-11-30;Summe Na+Cl;mg/l;128,50
10421;2021-11-30;Ionenbilanz (Labor);ohne Einheit;0,50
10790;2014-12-09;Temperatur (Luft);grd Celsius;3,00
10790;2014-12-09;pH-Wert (Feld);ohne Einheit;7,20
10790;2014-12-09;Temperatur (Wasser);grd C;10,80
10790;2014-12-09;gelotete ET unter ROK;m unter ROK;7,92
10790;2014-12-09;Leitfähigkeit 25°C vor Ort;µS/cm;1760,80
10790;2014-12-09;Wasserst.(ROK) vor;m;3,85
10790;2014-12-09;Entnahmeteufe (ROK);m unter ROK;3,00
10790;2014-12-09;Förderrate;l/s;0,30
10790;2014-12-09;Chlorid;mg/l;86,60
10790;2014-12-09;Fluorid;mg/l;0,40
10790;2014-12-09;Nitrit (N);mg/l N;0,03
10790;2014-12-09;Nitrat (N);mg/l N;1,33
10790;2014-12-09;Ortho-Phosphat (P);mg/l P;0,32
10790;2014-12-09;Sulfid;mg/l;-0,04
10790;2014-12-09;Sulfat;mg/l;350,00
10790;2014-12-09;Cyanide (ges.);mg/l;0,00
10790;2014-12-09;Bromid;mg/l;0,10
10790;2014-12-09;Nitrit;mg/l;0,08
10790;2014-12-09;Nitrat;mg/l;5,89
10790;2014-12-09;Ortho-Phosphat;mg/l;0,98
10790;2014-12-09;Ammonium (N);mg/l N;-0,10
10790;2014-12-09;Eisen-2;mg/l;0,05
10790;2014-12-09;Eisen (ges.);mg/l;0,09
10790;2014-12-09;Kalium;mg/l;19,60
10790;2014-12-09;Kalzium;mg/l;204,00
10790;2014-12-09;Magnesium;mg/l;29,30
10790;2014-12-09;Natrium;mg/l;55,80
10790;2014-12-09;Ammonium;mg/l;-0,13
10790;2014-12-09;Leitfähigkeit /Lab. bei 25°C;µS/cm;1275,00
10790;2014-12-09;CSV (KMNO4);mg/l O2;25,20
10790;2014-12-09;Basenkap. bis 8.2;mmol/l;0,72
10790;2014-12-09;Säure-Kap. bis 4.3;mmol/l;5,81
10790;2014-12-09;Kohlenstoff (organ.);mg/l C;9,16
10790;2014-12-09;pH-Wert /Lab.;ohne Einheit;7,18
10790;2014-12-09;Gesamthärte;mmol/l;35,28
10790;2014-12-09;Karbonathärte;mmol/l;8,15
10790;2014-12-09;AOX;µg/l;300,00
10790;2014-12-09;Phenolindex (ges.);µg/l;-10,00
10790;2014-12-09;Arsen;µg/l;-10,00
10790;2014-12-09;Barium;µg/l;110,00
10790;2014-12-09;Blei;µg/l;-4,00
10790;2014-12-09;Bor;µg/l;213,00
10790;2014-12-09;Cadmium;µg/l;-0,60
10790;2014-12-09;Chrom;µg/l;-1,00
10790;2014-12-09;Kupfer;µg/l;3,10
10790;2014-12-09;Antimon;µg/l;112,00
10790;2014-12-09;Chrom VI;µg/l;-5,00
10790;2014-12-09;Nickel;µg/l;4,30
10790;2014-12-09;Quecksilber;µg/l;-0,05
10790;2014-12-09;Zink;µg/l;4,05
10790;2014-12-09;Vanadium;µg/l;-5,00
10790;2014-12-09;Uran;µg/l;4,90
10790;2014-12-09;Silber;µg/l;-0,70
10790;2014-12-09;Zinn;µg/l;-5,00
10790;2014-12-09;Summe Na+Cl;mg/l;142,40
10790;2018-11-23;Temperatur (Luft);grd Celsius;2,00
10790;2018-11-23;pH-Wert (Feld);ohne Einheit;7,10
10790;2018-11-23;Temperatur (Wasser);grd C;11,20
10790;2018-11-23;Leitfähigkeit 25°C vor Ort;µS/cm;1172,40
10790;2018-11-23;Wasserst.(ROK) vor;m;3,83
10790;2018-11-23;Wasserst.(ROK) nach;m;3,89
10790;2018-11-23;Entnahmeteufe (ROK);m unter ROK;5,00
10790;2018-11-23;Förderrate;l/s;0,17
10790;2018-11-23;Redox Pumpbeginn;mV;294,00
10790;2018-11-23;O2-Gehalt Pumpbeg.;mg/l;0,47
10790;2018-11-23;Redox Pumpende;mV;277,00
10790;2018-11-23;pH Pumpende;ohne Einheit;7,10
10790;2018-11-23;O2-Gehalt Pumpende;mg/l;0,26
10790;2018-11-23;Chlorid;mg/l;65,00
10790;2018-11-23;Fluorid;mg/l;0,32
10790;2018-11-23;Hydrogenkarbonat;mg/l;342,20
10790;2018-11-23;Nitrit (N);mg/l N;0,04
10790;2018-11-23;Nitrat (N);mg/l N;0,49
10790;2018-11-23;Ortho-Phosphat (P);mg/l P;0,07
10790;2018-11-23;Sulfat;mg/l;258,00
10790;2018-11-23;Cyanide (ges.);mg/l;0,00
10790;2018-11-23;Bromid;mg/l;0,12
10790;2018-11-23;Nitrit;mg/l;0,13
10790;2018-11-23;Nitrat;mg/l;2,17
10790;2018-11-23;Ortho-Phosphat;mg/l;0,21
10790;2018-11-23;Ammonium (N);mg/l N;0,03
10790;2018-11-23;Eisen-2;mg/l;0,04
10790;2018-11-23;Eisen (ges.);mg/l;0,03
10790;2018-11-23;Kalium;mg/l;12,60
10790;2018-11-23;Kalzium;mg/l;170,00
10790;2018-11-23;Magnesium;mg/l;24,30
10790;2018-11-23;Natrium;mg/l;49,10
10790;2018-11-23;Mangan;mg/l;0,68
10790;2018-11-23;Ammonium;mg/l;0,04
10790;2018-11-23;Leitfähigkeit /Lab. bei 25°C;µS/cm;1139,00
10790;2018-11-23;UV-Adsorption (254);1/m;15,60
10790;2018-11-23;CSV (KMNO4);mg/l O2;3,86
10790;2018-11-23;Basenkap. bis 8.2;mmol/l;0,72
10790;2018-11-23;Säure-Kap. bis 4.3;mmol/l;5,61
10790;2018-11-23;Kohlenstoff (organ.);mg/l C;8,90
10790;2018-11-23;pH-Wert /Lab.;ohne Einheit;7,20
10790;2018-11-23;Gesamthärte;mmol/l;5,24
10790;2018-11-23;Karbonathärte;mmol/l;2,81
10790;2018-11-23;AOX;µg/l;150,00
10790;2018-11-23;Phenole, wasserdampfflüchtig;µg/l;-10,00
10790;2018-11-23;Arsen;µg/l;0,61
10790;2018-11-23;Barium;µg/l;90,40
10790;2018-11-23;Blei;µg/l;-0,10
10790;2018-11-23;Bor;µg/l;196,00
10790;2018-11-23;Cadmium;µg/l;0,12
10790;2018-11-23;Chrom;µg/l;0,67
10790;2018-11-23;Kupfer;µg/l;2,40
10790;2018-11-23;Aluminium-gelöst;µg/l;2,40
10790;2018-11-23;Molybdän;µg/l;3,90
10790;2018-11-23;Nickel;µg/l;3,30
10790;2018-11-23;Quecksilber;µg/l;-0,01
10790;2018-11-23;Selen;µg/l;-0,90
10790;2018-11-23;Zink;µg/l;1,90
10790;2018-11-23;Vanadium;µg/l;0,63
10790;2018-11-23;Thallium;µg/l;-0,05
10790;2018-11-23;Uran;µg/l;7,80
10790;2018-11-23;Summe Na+Cl;mg/l;114,10
10790;2019-06-26;Temperatur (Luft);grd Celsius;32,00
10790;2019-06-26;pH-Wert (Feld);ohne Einheit;7,30
10790;2019-06-26;Temperatur (Wasser);grd C;11,00
10790;2019-06-26;Leitfähigkeit 25°C vor Ort;µS/cm;535,00
10790;2019-06-26;Wasserst.(ROK) vor;m;3,85
10790;2019-06-26;Wasserst.(ROK) nach;m;3,85
10790;2019-06-26;Entnahmeteufe (ROK);m unter ROK;5,00
10790;2019-06-26;Förderrate;l/s;0,50
10790;2019-06-26;Redox Pumpbeginn;mV;396,00
10790;2019-06-26;O2-Gehalt Pumpbeg.;mg/l;0,93
10790;2019-06-26;Redox Pumpende;mV;384,00
10790;2019-06-26;pH Pumpende;ohne Einheit;7,10
10790;2019-06-26;O2-Gehalt Pumpende;mg/l;0,00
10790;2019-06-26;Chlorid;mg/l;48,00
10790;2019-06-26;Fluorid;mg/l;0,33
10790;2019-06-26;Hydrogenkarbonat;mg/l;376,50
10790;2019-06-26;Nitrit (N);mg/l N;0,01
10790;2019-06-26;Nitrat (N);mg/l N;0,99
10790;2019-06-26;Ortho-Phosphat (P);mg/l P;0,08
10790;2019-06-26;Sulfat;mg/l;214,00
10790;2019-06-26;Cyanide (ges.);mg/l;0,00
10790;2019-06-26;Bromid;mg/l;-0,10
10790;2019-06-26;Nitrit;mg/l;0,04
10790;2019-06-26;Nitrat;mg/l;4,38
10790;2019-06-26;Ortho-Phosphat;mg/l;0,24
10790;2019-06-26;Ammonium (N);mg/l N;-0,02
10790;2019-06-26;Eisen-2;mg/l;0,06
10790;2019-06-26;Eisen (ges.);mg/l;0,47
10790;2019-06-26;Kalium;mg/l;11,00
10790;2019-06-26;Kalzium;mg/l;170,00
10790;2019-06-26;Magnesium;mg/l;23,10
10790;2019-06-26;Natrium;mg/l;40,20
10790;2019-06-26;Mangan;mg/l;1,10
10790;2019-06-26;Ammonium;mg/l;-0,03
10790;2019-06-26;Leitfähigkeit /Lab. bei 25°C;µS/cm;1086,00
10790;2019-06-26;UV-Adsorption (254);1/m;16,70
10790;2019-06-26;CSV (KMNO4);mg/l O2;4,13
10790;2019-06-26;Basenkap. bis 8.2;mmol/l;0,63
10790;2019-06-26;Säure-Kap. bis 4.3;mmol/l;6,17
10790;2019-06-26;Kohlenstoff (organ.);mg/l C;7,40
10790;2019-06-26;pH-Wert /Lab.;ohne Einheit;7,10
10790;2019-06-26;Gesamthärte;mmol/l;5,20
10790;2019-06-26;Karbonathärte;mmol/l;3,09
10790;2019-06-26;AOX;µg/l;160,00
10790;2019-06-26;Phenolindex (ges.);µg/l;-10,00
10790;2019-06-26;Arsen;µg/l;1,30
10790;2019-06-26;Barium;µg/l;103,00
10790;2019-06-26;Blei;µg/l;2,30
10790;2019-06-26;Bor;µg/l;279,00
10790;2019-06-26;Cadmium;µg/l;0,15
10790;2019-06-26;Chrom;µg/l;0,86
10790;2019-06-26;Kupfer;µg/l;4,40
10790;2019-06-26;Aluminium-gelöst;µg/l;2,40
10790;2019-06-26;Molybdän;µg/l;2,90
10790;2019-06-26;Nickel;µg/l;4,00
10790;2019-06-26;Quecksilber;µg/l;-0,01
10790;2019-06-26;Selen;µg/l;1,00
10790;2019-06-26;Zink;µg/l;19,00
10790;2019-06-26;Vanadium;µg/l;1,60
10790;2019-06-26;Thallium;µg/l;-0,05
10790;2019-06-26;Uran;µg/l;9,00
10790;2019-06-26;Summe Na+Cl;mg/l;88,20
10790;2019-06-26;Ionenbilanz (Labor);ohne Einheit;3,30
10790;2019-10-18;Temperatur (Luft);grd Celsius;12,00
10790;2019-10-18;pH-Wert (Feld);ohne Einheit;7,20
10790;2019-10-18;Temperatur (Wasser);grd C;11,60
10790;2019-10-18;Leitfähigkeit 25°C vor Ort;µS/cm;1097,00
10790;2019-10-18;Wasserst.(ROK) vor;m;3,82
10790;2019-10-18;Wasserst.(ROK) nach;m;3,95
10790;2019-10-18;Entnahmeteufe (ROK);m unter ROK;5,00
10790;2019-10-18;Förderrate;l/s;0,56
10790;2019-10-18;Redox Pumpbeginn;mV;416,00
10790;2019-10-18;O2-Gehalt Pumpbeg.;mg/l;0,08
10790;2019-10-18;Redox Pumpende;mV;302,00
10790;2019-10-18;pH Pumpende;ohne Einheit;7,20
10790;2019-10-18;O2-Gehalt Pumpende;mg/l;0,00
10790;2019-10-18;Chlorid;mg/l;47,00
10790;2019-10-18;Fluorid;mg/l;0,33
10790;2019-10-18;Hydrogenkarbonat;mg/l;399,10
10790;2019-10-18;Nitrit (N);mg/l N;0,06
10790;2019-10-18;Nitrat (N);mg/l N;1,60
10790;2019-10-18;Ortho-Phosphat (P);mg/l P;0,06
10790;2019-10-18;Sulfat;mg/l;197,00
10790;2019-10-18;Cyanide (ges.);mg/l;0,00
10790;2019-10-18;Bromid;mg/l;-0,10
10790;2019-10-18;Nitrit;mg/l;0,21
10790;2019-10-18;Nitrat;mg/l;7,08
10790;2019-10-18;Ortho-Phosphat;mg/l;0,17
10790;2019-10-18;Ammonium (N);mg/l N;-0,02
10790;2019-10-18;Eisen-2;mg/l;0,02
10790;2019-10-18;Eisen (ges.);mg/l;0,02
10790;2019-10-18;Kalium;mg/l;9,58
10790;2019-10-18;Kalzium;mg/l;163,00
10790;2019-10-18;Magnesium;mg/l;22,30
10790;2019-10-18;Natrium;mg/l;35,20
10790;2019-10-18;Mangan;mg/l;0,70
10790;2019-10-18;Ammonium;mg/l;-0,03
10790;2019-10-18;Leitfähigkeit /Lab. bei 25°C;µS/cm;1097,00
10790;2019-10-18;UV-Adsorption (254);1/m;20,10
10790;2019-10-18;CSV (KMNO4);mg/l O2;5,73
10790;2019-10-18;Basenkap. bis 8.2;mmol/l;0,92
10790;2019-10-18;Säure-Kap. bis 4.3;mmol/l;6,54
10790;2019-10-18;Kohlenstoff (organ.);mg/l C;11,00
10790;2019-10-18;pH-Wert /Lab.;ohne Einheit;7,10
10790;2019-10-18;Gesamthärte;mmol/l;4,99
10790;2019-10-18;Karbonathärte;mmol/l;3,27
10790;2019-10-18;AOX;µg/l;71,00
10790;2019-10-18;Phenolindex (ges.);µg/l;-10,00
10790;2019-10-18;Arsen;µg/l;0,74
10790;2019-10-18;Barium;µg/l;89,00
10790;2019-10-18;Blei;µg/l;-0,10
10790;2019-10-18;Bor;µg/l;189,00
10790;2019-10-18;Cadmium;µg/l;0,11
10790;2019-10-18;Chrom;µg/l;0,19
10790;2019-10-18;Kupfer;µg/l;3,30
10790;2019-10-18;Aluminium-gelöst;µg/l;2,30
10790;2019-10-18;Molybdän;µg/l;3,60
10790;2019-10-18;Nickel;µg/l;3,00
10790;2019-10-18;Quecksilber;µg/l;-0,01
10790;2019-10-18;Selen;µg/l;2,20
10790;2019-10-18;Zink;µg/l;2,90
10790;2019-10-18;Vanadium;µg/l;0,64
10790;2019-10-18;Thallium;µg/l;-0,05
10790;2019-10-18;Uran;µg/l;9,90
10790;2019-10-18;Summe Na+Cl;mg/l;82,20
10790;2019-10-18;Ionenbilanz (Labor);ohne Einheit;-2,80
10790;2020-06-22;Temperatur (Luft);grd Celsius;27,00
10790;2020-06-22;pH-Wert (Feld);ohne Einheit;7,20
10790;2020-06-22;Temperatur (Wasser);grd C;10,30
10790;2020-06-22;Leitfähigkeit 25°C vor Ort;µS/cm;1033,00
10790;2020-06-22;Wasserst.(ROK) vor;m;3,83
10790;2020-06-22;Wasserst.(ROK) nach;m;3,89
10790;2020-06-22;Entnahmeteufe (ROK);m unter ROK;5,00
10790;2020-06-22;Förderrate;l/s;0,25
10790;2020-06-22;Redox Pumpbeginn;mV;481,00
10790;2020-06-22;O2-Gehalt Pumpbeg.;mg/l;0,00
10790;2020-06-22;Redox Pumpende;mV;440,00
10790;2020-06-22;pH Pumpende;ohne Einheit;7,20
10790;2020-06-22;O2-Gehalt Pumpende;mg/l;0,00
10790;2020-06-22;Chlorid;mg/l;38,00
10790;2020-06-22;Fluorid;mg/l;0,33
10790;2020-06-22;Hydrogenkarbonat;mg/l;385,00
10790;2020-06-22;Nitrit (N);mg/l N;0,07
10790;2020-06-22;Nitrat (N);mg/l N;1,10
10790;2020-06-22;Ortho-Phosphat (P);mg/l P;0,07
10790;2020-06-22;Sulfat;mg/l;191,00
10790;2020-06-22;Cyanide (ges.);mg/l;0,00
10790;2020-06-22;Bromid;mg/l;-0,10
10790;2020-06-22;Nitrit;mg/l;0,21
10790;2020-06-22;Nitrat;mg/l;4,87
10790;2020-06-22;Ortho-Phosphat;mg/l;0,21
10790;2020-06-22;Ammonium (N);mg/l N;-0,02
10790;2020-06-22;Eisen-2;mg/l;0,04
10790;2020-06-22;Eisen (ges.);mg/l;0,04
10790;2020-06-22;Kalium;mg/l;10,70
10790;2020-06-22;Kalzium;mg/l;155,00
10790;2020-06-22;Magnesium;mg/l;22,60
10790;2020-06-22;Natrium;mg/l;31,30
10790;2020-06-22;Mangan;mg/l;1,30
10790;2020-06-22;Ammonium;mg/l;-0,03
10790;2020-06-22;Leitfähigkeit /Lab. bei 25°C;µS/cm;1002,00
10790;2020-06-22;UV-Adsorption (254);1/m;18,00
10790;2020-06-22;CSV (KMNO4);mg/l O2;4,84
10790;2020-06-22;Basenkap. bis 8.2;mmol/l;0,70
10790;2020-06-22;Säure-Kap. bis 4.3;mmol/l;6,31
10790;2020-06-22;Kohlenstoff (organ.);mg/l C;9,90
10790;2020-06-22;pH-Wert /Lab.;ohne Einheit;7,20
10790;2020-06-22;Gesamthärte;mmol/l;4,81
10790;2020-06-22;Karbonathärte;mmol/l;3,16
10790;2020-06-22;AOX;µg/l;110,00
10790;2020-06-22;Phenolindex (ges.);µg/l;-14,00
10790;2020-06-22;Arsen;µg/l;1,00
10790;2020-06-22;Barium;µg/l;98,00
10790;2020-06-22;Blei;µg/l;0,10
10790;2020-06-22;Bor;µg/l;220,00
10790;2020-06-22;Cadmium;µg/l;0,12
10790;2020-06-22;Chrom;µg/l;0,11
10790;2020-06-22;Kupfer;µg/l;2,80
10790;2020-06-22;Aluminium-gelöst;µg/l;3,20
10790;2020-06-22;Molybdän;µg/l;4,60
10790;2020-06-22;Nickel;µg/l;4,30
10790;2020-06-22;Quecksilber;µg/l;-0,01
10790;2020-06-22;Selen;µg/l;1,60
10790;2020-06-22;Zink;µg/l;2,90
10790;2020-06-22;Vanadium;µg/l;0,74
10790;2020-06-22;Thallium;µg/l;-0,05
10790;2020-06-22;Uran;µg/l;9,80
10790;2020-06-22;Summe Na+Cl;mg/l;69,30
10790;2020-06-22;Ionenbilanz (Labor);ohne Einheit;-1,50
10790;2020-11-09;Temperatur (Luft);grd Celsius;6,00
10790;2020-11-09;pH-Wert (Feld);ohne Einheit;7,10
10790;2020-11-09;Temperatur (Wasser);grd C;11,30
10790;2020-11-09;Leitfähigkeit 25°C vor Ort;µS/cm;931,00
10790;2020-11-09;Wasserst.(ROK) vor;m;3,81
10790;2020-11-09;Wasserst.(ROK) nach;m;3,86
10790;2020-11-09;Entnahmeteufe (ROK);m unter ROK;5,00
10790;2020-11-09;Förderrate;l/s;0,25
10790;2020-11-09;Redox Pumpbeginn;mV;106,00
10790;2020-11-09;O2-Gehalt Pumpbeg.;mg/l;0,00
10790;2020-11-09;Redox Pumpende;mV;97,00
10790;2020-11-09;pH Pumpende;ohne Einheit;7,10
10790;2020-11-09;O2-Gehalt Pumpende;mg/l;0,00
10790;2020-11-09;Chlorid;mg/l;30,00
10790;2020-11-09;Fluorid;mg/l;0,30
10790;2020-11-09;Hydrogenkarbonat;mg/l;383,80
10790;2020-11-09;Nitrit (N);mg/l N;0,07
10790;2020-11-09;Nitrat (N);mg/l N;1,50
10790;2020-11-09;Ortho-Phosphat (P);mg/l P;0,06
10790;2020-11-09;Sulfat;mg/l;148,00
10790;2020-11-09;Cyanide (ges.);mg/l;0,00
10790;2020-11-09;Bromid;mg/l;-0,10
10790;2020-11-09;Nitrit;mg/l;0,21
10790;2020-11-09;Nitrat;mg/l;6,64
10790;2020-11-09;Ortho-Phosphat;mg/l;0,17
10790;2020-11-09;Ammonium (N);mg/l N;-0,02
10790;2020-11-09;Eisen-2;mg/l;-0,02
10790;2020-11-09;Eisen (ges.);mg/l;0,03
10790;2020-11-09;Kalium;mg/l;9,07
10790;2020-11-09;Kalzium;mg/l;146,00
10790;2020-11-09;Magnesium;mg/l;19,90
10790;2020-11-09;Natrium;mg/l;21,60
10790;2020-11-09;Mangan;mg/l;0,67
10790;2020-11-09;Ammonium;mg/l;-0,03
10790;2020-11-09;Leitfähigkeit /Lab. bei 25°C;µS/cm;937,00
10790;2020-11-09;UV-Adsorption (254);1/m;16,00
