Messstellennummer;Datum;Parameter;Einheit;Messwert
15153;2018-10-24;Leitfähigkeit /Lab. bei 25°C;µS/cm;442,00
15153;2018-10-24;UV-Adsorption (254);1/m;8,10
15153;2018-10-24;CSV (KMNO4);mg/l O2;2,03
15153;2018-10-24;Basenkap. bis 8.2;mmol/l;0,43
15153;2018-10-24;Säure-Kap. bis 4.3;mmol/l;4,59
15153;2018-10-24;Kohlenstoff (organ.);mg/l C;2,50
15153;2018-10-24;pH-Wert /Lab.;ohne Einheit;7,30
15153;2018-10-24;Gesamthärte;mmol/l;2,11
15153;2018-10-24;Karbonathärte;mmol/l;2,30
15153;2018-10-24;AOX;µg/l;-10,00
15153;2018-10-24;LHKW (Summe);µg/l;-0,10
15153;2018-10-24;BTXE (Summe);µg/l;-0,30
15153;2018-10-24;Phenole, wasserdampfflüchtig;µg/l;-10,00
15153;2018-10-24;Arsen;µg/l;0,33
15153;2018-10-24;Barium;µg/l;56,80
15153;2018-10-24;Blei;µg/l;-0,10
15153;2018-10-24;Bor;µg/l;28,30
15153;2018-10-24;Cadmium;µg/l;-0,03
15153;2018-10-24;Chrom;µg/l;-0,10
15153;2018-10-24;Kupfer;µg/l;0,22
15153;2018-10-24;Aluminium-gelöst;µg/l;-2,00
15153;2018-10-24;Molybdän;µg/l;-0,10
15153;2018-10-24;Nickel;µg/l;-0,10
15153;2018-10-24;Quecksilber;µg/l;-0,01
15153;2018-10-24;Selen;µg/l;-0,90
15153;2018-10-24;Zink;µg/l;1,80
15153;2018-10-24;Vanadium;µg/l;-0,10
15153;2018-10-24;Thallium;µg/l;-0,05
15153;2018-10-24;Uran;µg/l;-0,05
15153;2018-10-24;Dichlormethan;µg/l;-0,10
15153;2018-10-24;Trichlormethan;µg/l;-0,10
15153;2018-10-24;Tetrachlormethan;µg/l;-0,10
15153;2018-10-24;1,2-Dichlorethan;µg/l;-0,10
15153;2018-10-24;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2018-10-24;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2018-10-24;Trichlorethen;µg/l;-0,10
15153;2018-10-24;Tetrachlorethen;µg/l;-0,10
15153;2018-10-24;Vinylchlorid;µg/l;-0,10
15153;2018-10-24;trans-1,2-Dichloret.;µg/l;-0,10
15153;2018-10-24;Benzen;µg/l;-0,30
15153;2018-10-24;Ethylbenzen;µg/l;-0,30
15153;2018-10-24;Toluen;µg/l;-0,30
15153;2018-10-24;Xylen (meta/para);µg/l;-0,30
15153;2018-10-24;Xylen (ortho);µg/l;-0,30
15153;2018-10-24;Cumol;µg/l;-0,30
15153;2018-10-24;Naphtalin;µg/l;-0,01
15153;2018-10-24;Acenaphthylen;µg/l;-0,02
15153;2018-10-24;Acenaphthen;µg/l;-0,01
15153;2018-10-24;Fluoren;µg/l;-0,01
15153;2018-10-24;Phenanthren;µg/l;-0,01
15153;2018-10-24;Anthracen;µg/l;0,00
15153;2018-10-24;Fluoranthen;µg/l;0,00
15153;2018-10-24;Pyren;µg/l;0,00
15153;2018-10-24;Benz-a-Anthracen;µg/l;0,00
15153;2018-10-24;Chrysen;µg/l;-0,01
15153;2018-10-24;Benz-b-Fluoranthen;µg/l;0,00
15153;2018-10-24;Benz-k-Fluoranthen;µg/l;0,00
15153;2018-10-24;Benz-a-Pyren;µg/l;0,00
15153;2018-10-24;Dibenz-a,h-Anthracen;µg/l;-0,01
15153;2018-10-24;Benz-g,h,i-Perylen;µg/l;0,00
15153;2018-10-24;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2018-10-24;Summe Na+Cl;mg/l;16,38
15153;2019-06-06;Temperatur (Luft);grd Celsius;23,00
15153;2019-06-06;pH-Wert (Feld);ohne Einheit;7,30
15153;2019-06-06;Temperatur (Wasser);grd C;11,10
15153;2019-06-06;Leitfähigkeit 25°C vor Ort;µS/cm;321,00
15153;2019-06-06;Wasserst.(ROK) vor;m;2,18
15153;2019-06-06;Wasserst.(ROK) nach;m;3,23
15153;2019-06-06;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2019-06-06;Förderrate;l/s;0,56
15153;2019-06-06;Redox Pumpbeginn;mV;-59,00
15153;2019-06-06;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2019-06-06;Redox Pumpende;mV;-68,00
15153;2019-06-06;pH Pumpende;ohne Einheit;7,30
15153;2019-06-06;O2-Gehalt Pumpende;mg/l;0,00
15153;2019-06-06;Chlorid;mg/l;7,00
15153;2019-06-06;Fluorid;mg/l;0,20
15153;2019-06-06;Hydrogenkarbonat;mg/l;311,80
15153;2019-06-06;Nitrit (N);mg/l N;-0,01
15153;2019-06-06;Nitrat (N);mg/l N;-0,02
15153;2019-06-06;Ortho-Phosphat (P);mg/l P;0,03
15153;2019-06-06;Sulfat;mg/l;-5,00
15153;2019-06-06;Cyanide (ges.);mg/l;0,00
15153;2019-06-06;Bromid;mg/l;-0,10
15153;2019-06-06;Nitrit;mg/l;-0,03
15153;2019-06-06;Nitrat;mg/l;-0,09
15153;2019-06-06;Ortho-Phosphat;mg/l;0,09
15153;2019-06-06;Ammonium (N);mg/l N;1,60
15153;2019-06-06;Eisen-2;mg/l;2,94
15153;2019-06-06;Eisen (ges.);mg/l;3,00
15153;2019-06-06;Kalium;mg/l;1,66
15153;2019-06-06;Kalzium;mg/l;71,80
15153;2019-06-06;Magnesium;mg/l;8,19
15153;2019-06-06;Natrium;mg/l;8,36
15153;2019-06-06;Mangan;mg/l;0,22
15153;2019-06-06;Ammonium;mg/l;2,06
15153;2019-06-06;Leitfähigkeit /Lab. bei 25°C;µS/cm;442,00
15153;2019-06-06;UV-Adsorption (254);1/m;6,90
15153;2019-06-06;CSV (KMNO4);mg/l O2;1,46
15153;2019-06-06;Basenkap. bis 8.2;mmol/l;0,46
15153;2019-06-06;Säure-Kap. bis 4.3;mmol/l;5,11
15153;2019-06-06;Kohlenstoff (organ.);mg/l C;1,80
15153;2019-06-06;pH-Wert /Lab.;ohne Einheit;7,30
15153;2019-06-06;Gesamthärte;mmol/l;2,13
15153;2019-06-06;Karbonathärte;mmol/l;2,56
15153;2019-06-06;AOX;µg/l;-10,00
15153;2019-06-06;Phenolindex (ges.);µg/l;-10,00
15153;2019-06-06;Arsen;µg/l;0,65
15153;2019-06-06;Barium;µg/l;58,00
15153;2019-06-06;Blei;µg/l;-0,10
15153;2019-06-06;Bor;µg/l;30,00
15153;2019-06-06;Cadmium;µg/l;-0,03
15153;2019-06-06;Chrom;µg/l;-0,10
15153;2019-06-06;Kupfer;µg/l;-0,10
15153;2019-06-06;Aluminium-gelöst;µg/l;2,10
15153;2019-06-06;Molybdän;µg/l;-0,10
15153;2019-06-06;Nickel;µg/l;-0,10
15153;2019-06-06;Quecksilber;µg/l;-0,01
15153;2019-06-06;Selen;µg/l;-0,90
15153;2019-06-06;Zink;µg/l;-1,00
15153;2019-06-06;Vanadium;µg/l;-0,10
15153;2019-06-06;Thallium;µg/l;-0,05
15153;2019-06-06;Uran;µg/l;-0,05
15153;2019-06-06;Summe Na+Cl;mg/l;15,36
15153;2019-06-06;Ionenbilanz (Labor);ohne Einheit;-8,30
15153;2019-11-13;Temperatur (Luft);grd Celsius;5,00
15153;2019-11-13;pH-Wert (Feld);ohne Einheit;7,30
15153;2019-11-13;Temperatur (Wasser);grd C;11,20
15153;2019-11-13;Leitfähigkeit 25°C vor Ort;µS/cm;454,00
15153;2019-11-13;Wasserst.(ROK) vor;m;2,22
15153;2019-11-13;Wasserst.(ROK) nach;m;3,28
15153;2019-11-13;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2019-11-13;Förderrate;l/s;0,56
15153;2019-11-13;Redox Pumpbeginn;mV;-9,00
15153;2019-11-13;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2019-11-13;Redox Pumpende;mV;-32,00
15153;2019-11-13;pH Pumpende;ohne Einheit;7,30
15153;2019-11-13;O2-Gehalt Pumpende;mg/l;0,00
15153;2019-11-13;Chlorid;mg/l;7,40
15153;2019-11-13;Fluorid;mg/l;0,21
15153;2019-11-13;Hydrogenkarbonat;mg/l;277,60
15153;2019-11-13;Nitrit (N);mg/l N;-0,01
15153;2019-11-13;Nitrat (N);mg/l N;-0,02
15153;2019-11-13;Ortho-Phosphat (P);mg/l P;0,02
15153;2019-11-13;Sulfat;mg/l;-5,00
15153;2019-11-13;Cyanide (ges.);mg/l;0,00
15153;2019-11-13;Bromid;mg/l;-0,10
15153;2019-11-13;Nitrit;mg/l;-0,03
15153;2019-11-13;Nitrat;mg/l;-0,09
15153;2019-11-13;Ortho-Phosphat;mg/l;0,07
15153;2019-11-13;Ammonium (N);mg/l N;1,80
15153;2019-11-13;Eisen-2;mg/l;2,67
15153;2019-11-13;Eisen (ges.);mg/l;2,80
15153;2019-11-13;Kalium;mg/l;1,55
15153;2019-11-13;Kalzium;mg/l;73,80
15153;2019-11-13;Magnesium;mg/l;8,07
15153;2019-11-13;Natrium;mg/l;8,82
15153;2019-11-13;Mangan;mg/l;0,24
15153;2019-11-13;Ammonium;mg/l;2,32
15153;2019-11-13;Leitfähigkeit /Lab. bei 25°C;µS/cm;438,00
15153;2019-11-13;UV-Adsorption (254);1/m;6,40
15153;2019-11-13;CSV (KMNO4);mg/l O2;1,46
15153;2019-11-13;Basenkap. bis 8.2;mmol/l;0,45
15153;2019-11-13;Säure-Kap. bis 4.3;mmol/l;4,55
15153;2019-11-13;Kohlenstoff (organ.);mg/l C;2,40
15153;2019-11-13;pH-Wert /Lab.;ohne Einheit;7,20
15153;2019-11-13;Gesamthärte;mmol/l;2,18
15153;2019-11-13;Karbonathärte;mmol/l;2,28
15153;2019-11-13;AOX;µg/l;-10,00
15153;2019-11-13;Phenolindex (ges.);µg/l;-10,00
15153;2019-11-13;LHKW (Summe);µg/l;-0,10
15153;2019-11-13;BTXE (Summe);µg/l;-0,10
15153;2019-11-13;Arsen;µg/l;0,31
15153;2019-11-13;Barium;µg/l;60,00
15153;2019-11-13;Blei;µg/l;-0,10
15153;2019-11-13;Bor;µg/l;34,00
15153;2019-11-13;Cadmium;µg/l;-0,03
15153;2019-11-13;Chrom;µg/l;-0,10
15153;2019-11-13;Kupfer;µg/l;-0,10
15153;2019-11-13;Aluminium-gelöst;µg/l;-2,00
15153;2019-11-13;Molybdän;µg/l;-0,10
15153;2019-11-13;Nickel;µg/l;-0,10
15153;2019-11-13;Quecksilber;µg/l;-0,01
15153;2019-11-13;Selen;µg/l;-0,90
15153;2019-11-13;Zink;µg/l;1,10
15153;2019-11-13;Vanadium;µg/l;-0,10
15153;2019-11-13;Thallium;µg/l;-0,05
15153;2019-11-13;Uran;µg/l;-0,05
15153;2019-11-13;Dichlormethan;µg/l;-0,10
15153;2019-11-13;Trichlormethan;µg/l;-0,10
15153;2019-11-13;Tetrachlormethan;µg/l;-0,10
15153;2019-11-13;1,2-Dichlorethan;µg/l;-0,10
15153;2019-11-13;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2019-11-13;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2019-11-13;Trichlorethen;µg/l;-0,10
15153;2019-11-13;Tetrachlorethen;µg/l;-0,10
15153;2019-11-13;Vinylchlorid;µg/l;-0,10
15153;2019-11-13;trans-1,2-Dichloret.;µg/l;-0,10
15153;2019-11-13;Benzen;µg/l;-0,10
15153;2019-11-13;Ethylbenzen;µg/l;-0,10
15153;2019-11-13;Toluen;µg/l;-0,10
15153;2019-11-13;Xylen (meta/para);µg/l;-0,10
15153;2019-11-13;Xylen (ortho);µg/l;-0,10
15153;2019-11-13;Cumol;µg/l;-0,10
15153;2019-11-13;Naphtalin;µg/l;-0,01
15153;2019-11-13;Acenaphthylen;µg/l;-0,01
15153;2019-11-13;Acenaphthen;µg/l;0,00
15153;2019-11-13;Fluoren;µg/l;0,00
15153;2019-11-13;Phenanthren;µg/l;0,00
15153;2019-11-13;Anthracen;µg/l;-0,01
15153;2019-11-13;Fluoranthen;µg/l;0,00
15153;2019-11-13;Pyren;µg/l;0,00
15153;2019-11-13;Benz-a-Anthracen;µg/l;0,00
15153;2019-11-13;Chrysen;µg/l;0,00
15153;2019-11-13;Benz-b-Fluoranthen;µg/l;0,00
15153;2019-11-13;Benz-k-Fluoranthen;µg/l;0,00
15153;2019-11-13;Benz-a-Pyren;µg/l;0,00
15153;2019-11-13;Dibenz-a,h-Anthracen;µg/l;0,00
15153;2019-11-13;Benz-g,h,i-Perylen;µg/l;0,00
15153;2019-11-13;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2019-11-13;EDTA;µg/l;-1,00
15153;2019-11-13;NTA;µg/l;-1,00
15153;2019-11-13;Summe Na+Cl;mg/l;16,22
15153;2019-11-13;Ionenbilanz (Labor);ohne Einheit;4,70
15153;2020-05-13;Temperatur (Luft);grd Celsius;7,00
15153;2020-05-13;pH-Wert (Feld);ohne Einheit;7,20
15153;2020-05-13;Temperatur (Wasser);grd C;11,20
15153;2020-05-13;Leitfähigkeit 25°C vor Ort;µS/cm;454,00
15153;2020-05-13;Wasserst.(ROK) vor;m;2,14
15153;2020-05-13;Wasserst.(ROK) nach;m;3,24
15153;2020-05-13;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2020-05-13;Förderrate;l/s;0,56
15153;2020-05-13;Redox Pumpbeginn;mV;333,00
15153;2020-05-13;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2020-05-13;Redox Pumpende;mV;205,00
15153;2020-05-13;pH Pumpende;ohne Einheit;7,20
15153;2020-05-13;O2-Gehalt Pumpende;mg/l;0,00
15153;2020-05-13;Chlorid;mg/l;7,40
15153;2020-05-13;Fluorid;mg/l;0,20
15153;2020-05-13;Hydrogenkarbonat;mg/l;275,20
15153;2020-05-13;Nitrit (N);mg/l N;-0,01
15153;2020-05-13;Nitrat (N);mg/l N;-0,02
15153;2020-05-13;Ortho-Phosphat (P);mg/l P;0,01
15153;2020-05-13;Sulfat;mg/l;9,10
15153;2020-05-13;Cyanide (ges.);mg/l;0,00
15153;2020-05-13;Bromid;mg/l;-0,10
15153;2020-05-13;Nitrit;mg/l;-0,03
15153;2020-05-13;Nitrat;mg/l;-0,09
15153;2020-05-13;Ortho-Phosphat;mg/l;0,04
15153;2020-05-13;Ammonium (N);mg/l N;2,00
15153;2020-05-13;Eisen-2;mg/l;2,70
15153;2020-05-13;Eisen (ges.);mg/l;2,70
15153;2020-05-13;Kalium;mg/l;1,34
15153;2020-05-13;Kalzium;mg/l;71,30
15153;2020-05-13;Magnesium;mg/l;7,02
15153;2020-05-13;Natrium;mg/l;7,08
15153;2020-05-13;Mangan;mg/l;0,22
15153;2020-05-13;Ammonium;mg/l;2,58
15153;2020-05-13;Leitfähigkeit /Lab. bei 25°C;µS/cm;439,00
15153;2020-05-13;UV-Adsorption (254);1/m;6,60
15153;2020-05-13;CSV (KMNO4);mg/l O2;1,41
15153;2020-05-13;Basenkap. bis 8.2;mmol/l;0,55
15153;2020-05-13;Säure-Kap. bis 4.3;mmol/l;4,51
15153;2020-05-13;Kohlenstoff (organ.);mg/l C;2,70
15153;2020-05-13;pH-Wert /Lab.;ohne Einheit;7,20
15153;2020-05-13;Gesamthärte;mmol/l;2,07
15153;2020-05-13;Karbonathärte;mmol/l;2,26
15153;2020-05-13;AOX;µg/l;-10,00
15153;2020-05-13;Phenolindex (ges.);µg/l;-14,00
15153;2020-05-13;LHKW (Summe);µg/l;-0,10
15153;2020-05-13;BTXE (Summe);µg/l;-0,10
15153;2020-05-13;Arsen;µg/l;0,31
15153;2020-05-13;Barium;µg/l;57,00
15153;2020-05-13;Blei;µg/l;-0,10
15153;2020-05-13;Bor;µg/l;33,00
15153;2020-05-13;Cadmium;µg/l;-0,03
15153;2020-05-13;Chrom;µg/l;0,12
15153;2020-05-13;Kupfer;µg/l;-0,10
15153;2020-05-13;Aluminium-gelöst;µg/l;2,80
15153;2020-05-13;Molybdän;µg/l;-0,10
15153;2020-05-13;Nickel;µg/l;0,11
15153;2020-05-13;Quecksilber;µg/l;-0,01
15153;2020-05-13;Selen;µg/l;-0,90
15153;2020-05-13;Zink;µg/l;1,20
15153;2020-05-13;Vanadium;µg/l;-0,10
15153;2020-05-13;Thallium;µg/l;-0,05
15153;2020-05-13;Uran;µg/l;-0,05
15153;2020-05-13;Dichlormethan;µg/l;-0,10
15153;2020-05-13;Trichlormethan;µg/l;-0,10
15153;2020-05-13;Tetrachlormethan;µg/l;-0,10
15153;2020-05-13;1,2-Dichlorethan;µg/l;-0,10
15153;2020-05-13;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2020-05-13;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2020-05-13;Trichlorethen;µg/l;-0,10
15153;2020-05-13;Tetrachlorethen;µg/l;-0,10
15153;2020-05-13;Vinylchlorid;µg/l;-0,10
15153;2020-05-13;trans-1,2-Dichloret.;µg/l;-0,10
15153;2020-05-13;Benzen;µg/l;-0,10
15153;2020-05-13;Ethylbenzen;µg/l;-0,10
15153;2020-05-13;Toluen;µg/l;-0,10
15153;2020-05-13;Xylen (meta/para);µg/l;-0,10
15153;2020-05-13;Xylen (ortho);µg/l;-0,10
15153;2020-05-13;Cumol;µg/l;-0,10
15153;2020-05-13;Naphtalin;µg/l;-0,01
15153;2020-05-13;Acenaphthylen;µg/l;-0,01
15153;2020-05-13;Acenaphthen;µg/l;0,00
15153;2020-05-13;Fluoren;µg/l;0,00
15153;2020-05-13;Phenanthren;µg/l;0,00
15153;2020-05-13;Anthracen;µg/l;-0,01
15153;2020-05-13;Fluoranthen;µg/l;0,00
15153;2020-05-13;Pyren;µg/l;0,00
15153;2020-05-13;Benz-a-Anthracen;µg/l;0,00
15153;2020-05-13;Chrysen;µg/l;0,00
15153;2020-05-13;Benz-b-Fluoranthen;µg/l;0,00
15153;2020-05-13;Benz-k-Fluoranthen;µg/l;0,00
15153;2020-05-13;Benz-a-Pyren;µg/l;0,00
15153;2020-05-13;Dibenz-a,h-Anthracen;µg/l;0,00
15153;2020-05-13;Benz-g,h,i-Perylen;µg/l;0,00
15153;2020-05-13;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2020-05-13;EDTA;µg/l;-1,00
15153;2020-05-13;NTA;µg/l;-1,00
15153;2020-05-13;Summe Na+Cl;mg/l;14,48
15153;2020-05-13;Ionenbilanz (Labor);ohne Einheit;-3,00
15153;2020-11-16;Temperatur (Luft);grd Celsius;9,00
15153;2020-11-16;pH-Wert (Feld);ohne Einheit;6,80
15153;2020-11-16;Temperatur (Wasser);grd C;11,30
15153;2020-11-16;Leitfähigkeit 25°C vor Ort;µS/cm;458,00
15153;2020-11-16;Wasserst.(ROK) vor;m;2,20
15153;2020-11-16;Wasserst.(ROK) nach;m;3,26
15153;2020-11-16;Entnahmeteufe (ROK);m unter ROK;6,00
15153;2020-11-16;Förderrate;l/s;0,58
15153;2020-11-16;Redox Pumpbeginn;mV;-62,00
15153;2020-11-16;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2020-11-16;Redox Pumpende;mV;-88,00
15153;2020-11-16;pH Pumpende;ohne Einheit;6,80
15153;2020-11-16;O2-Gehalt Pumpende;mg/l;0,00
15153;2020-11-16;Chlorid;mg/l;7,70
15153;2020-11-16;Fluorid;mg/l;-0,20
15153;2020-11-16;Hydrogenkarbonat;mg/l;276,40
15153;2020-11-16;Nitrit (N);mg/l N;-0,01
15153;2020-11-16;Nitrat (N);mg/l N;-0,02
15153;2020-11-16;Ortho-Phosphat (P);mg/l P;0,01
15153;2020-11-16;Sulfat;mg/l;-1,00
15153;2020-11-16;Cyanide (ges.);mg/l;0,00
15153;2020-11-16;Bromid;mg/l;-0,10
15153;2020-11-16;Nitrit;mg/l;-0,03
15153;2020-11-16;Nitrat;mg/l;-0,09
15153;2020-11-16;Ortho-Phosphat;mg/l;0,04
15153;2020-11-16;Ammonium (N);mg/l N;2,00
15153;2020-11-16;Eisen-2;mg/l;2,61
15153;2020-11-16;Eisen (ges.);mg/l;2,70
15153;2020-11-16;Kalium;mg/l;1,21
15153;2020-11-16;Kalzium;mg/l;71,30
15153;2020-11-16;Magnesium;mg/l;7,49
15153;2020-11-16;Natrium;mg/l;7,51
15153;2020-11-16;Mangan;mg/l;0,22
15153;2020-11-16;Ammonium;mg/l;2,58
15153;2020-11-16;Leitfähigkeit /Lab. bei 25°C;µS/cm;455,00
15153;2020-11-16;UV-Adsorption (254);1/m;6,50
15153;2020-11-16;CSV (KMNO4);mg/l O2;1,44
15153;2020-11-16;Basenkap. bis 8.2;mmol/l;0,45
15153;2020-11-16;Säure-Kap. bis 4.3;mmol/l;4,53
15153;2020-11-16;Kohlenstoff (organ.);mg/l C;2,50
15153;2020-11-16;pH-Wert /Lab.;ohne Einheit;7,20
15153;2020-11-16;Gesamthärte;mmol/l;2,09
15153;2020-11-16;Karbonathärte;mmol/l;2,27
15153;2020-11-16;AOX;µg/l;-10,00
15153;2020-11-16;Phenolindex (ges.);µg/l;-14,00
15153;2020-11-16;LHKW (Summe);µg/l;-0,10
15153;2020-11-16;BTXE (Summe);µg/l;-0,10
15153;2020-11-16;Arsen;µg/l;-0,30
15153;2020-11-16;Barium;µg/l;61,00
15153;2020-11-16;Blei;µg/l;-0,10
15153;2020-11-16;Bor;µg/l;33,00
15153;2020-11-16;Cadmium;µg/l;-0,03
15153;2020-11-16;Chrom;µg/l;0,26
15153;2020-11-16;Kupfer;µg/l;0,22
15153;2020-11-16;Aluminium-gelöst;µg/l;-2,00
15153;2020-11-16;Molybdän;µg/l;0,11
15153;2020-11-16;Nickel;µg/l;0,50
15153;2020-11-16;Quecksilber;µg/l;-0,01
15153;2020-11-16;Selen;µg/l;-0,90
15153;2020-11-16;Zink;µg/l;3,50
15153;2020-11-16;Vanadium;µg/l;-0,10
15153;2020-11-16;Thallium;µg/l;-0,05
15153;2020-11-16;Uran;µg/l;-0,05
15153;2020-11-16;Dichlormethan;µg/l;-0,10
15153;2020-11-16;Trichlormethan;µg/l;-0,10
15153;2020-11-16;Tetrachlormethan;µg/l;-0,10
15153;2020-11-16;1,2-Dichlorethan;µg/l;-0,10
15153;2020-11-16;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2020-11-16;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2020-11-16;Trichlorethen;µg/l;-0,10
15153;2020-11-16;Tetrachlorethen;µg/l;-0,10
15153;2020-11-16;Vinylchlorid;µg/l;-0,10
15153;2020-11-16;trans-1,2-Dichloret.;µg/l;-0,10
15153;2020-11-16;Benzen;µg/l;-0,10
15153;2020-11-16;Ethylbenzen;µg/l;-0,10
15153;2020-11-16;Toluen;µg/l;-0,10
15153;2020-11-16;Xylen (meta/para);µg/l;-0,10
15153;2020-11-16;Xylen (ortho);µg/l;-0,10
15153;2020-11-16;Cumol;µg/l;-0,10
15153;2020-11-16;Naphtalin;µg/l;-0,01
15153;2020-11-16;Acenaphthylen;µg/l;-0,01
15153;2020-11-16;Acenaphthen;µg/l;0,00
15153;2020-11-16;Fluoren;µg/l;0,01
15153;2020-11-16;Phenanthren;µg/l;0,01
15153;2020-11-16;Anthracen;µg/l;-0,01
15153;2020-11-16;Fluoranthen;µg/l;0,01
15153;2020-11-16;Pyren;µg/l;0,01
15153;2020-11-16;Benz-a-Anthracen;µg/l;0,00
15153;2020-11-16;Chrysen;µg/l;0,00
15153;2020-11-16;Benz-b-Fluoranthen;µg/l;0,00
15153;2020-11-16;Benz-k-Fluoranthen;µg/l;0,00
15153;2020-11-16;Benz-a-Pyren;µg/l;0,00
15153;2020-11-16;Dibenz-a,h-Anthracen;µg/l;0,00
15153;2020-11-16;Benz-g,h,i-Perylen;µg/l;0,00
15153;2020-11-16;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2020-11-16;EDTA;µg/l;-1,00
15153;2020-11-16;NTA;µg/l;-1,00
15153;2020-11-16;Summe Na+Cl;mg/l;15,21
15153;2020-11-16;Ionenbilanz (Labor);ohne Einheit;1,30
15153;2021-05-19;Temperatur (Luft);grd Celsius;15,00
15153;2021-05-19;pH-Wert (Feld);ohne Einheit;7,40
15153;2021-05-19;Temperatur (Wasser);grd C;11,30
15153;2021-05-19;Leitfähigkeit 25°C vor Ort;µS/cm;476,00
15153;2021-05-19;Wasserst.(ROK) vor;m;2,15
15153;2021-05-19;Wasserst.(ROK) nach;m;3,26
15153;2021-05-19;Entnahmeteufe (ROK);m unter ROK;6,00
15153;2021-05-19;Förderrate;l/s;0,58
15153;2021-05-19;Redox Pumpbeginn;mV;-38,00
15153;2021-05-19;O2-Gehalt Pumpbeg.;mg/l;0,06
15153;2021-05-19;Redox Pumpende;mV;-54,00
15153;2021-05-19;pH Pumpende;ohne Einheit;7,40
15153;2021-05-19;O2-Gehalt Pumpende;mg/l;0,02
15153;2021-05-19;Chlorid;mg/l;7,40
15153;2021-05-19;Fluorid;mg/l;-0,20
15153;2021-05-19;Hydrogenkarbonat;mg/l;275,80
15153;2021-05-19;Nitrit (N);mg/l N;-0,01
15153;2021-05-19;Nitrat (N);mg/l N;-0,02
15153;2021-05-19;Ortho-Phosphat (P);mg/l P;0,01
15153;2021-05-19;Sulfat;mg/l;-1,00
15153;2021-05-19;Cyanide (ges.);mg/l;0,00
15153;2021-05-19;Bromid;mg/l;-0,10
15153;2021-05-19;Nitrit;mg/l;-0,03
15153;2021-05-19;Nitrat;mg/l;-0,09
15153;2021-05-19;Ortho-Phosphat;mg/l;0,04
15153;2021-05-19;Ammonium (N);mg/l N;1,90
15153;2021-05-19;Eisen-2;mg/l;2,65
15153;2021-05-19;Eisen (ges.);mg/l;2,70
15153;2021-05-19;Kalium;mg/l;1,58
15153;2021-05-19;Kalzium;mg/l;72,00
15153;2021-05-19;Magnesium;mg/l;7,31
15153;2021-05-19;Natrium;mg/l;7,73
15153;2021-05-19;Mangan;mg/l;0,22
15153;2021-05-19;Ammonium;mg/l;2,45
15153;2021-05-19;Leitfähigkeit /Lab. bei 25°C;µS/cm;452,00
15153;2021-05-19;UV-Adsorption (254);1/m;6,74
15153;2021-05-19;CSV (KMNO4);mg/l O2;1,47
15153;2021-05-19;Basenkap. bis 8.2;mmol/l;0,46
15153;2021-05-19;Säure-Kap. bis 4.3;mmol/l;4,52
15153;2021-05-19;Kohlenstoff (organ.);mg/l C;2,50
15153;2021-05-19;pH-Wert /Lab.;ohne Einheit;7,20
15153;2021-05-19;Gesamthärte;mmol/l;2,10
15153;2021-05-19;Karbonathärte;mmol/l;2,26
15153;2021-05-19;AOX;µg/l;18,00
15153;2021-05-19;Phenolindex (ges.);µg/l;-10,00
15153;2021-05-19;LHKW (Summe);µg/l;-0,10
15153;2021-05-19;BTXE (Summe);µg/l;-0,10
15153;2021-05-19;Arsen;µg/l;-0,30
15153;2021-05-19;Barium;µg/l;57,00
15153;2021-05-19;Blei;µg/l;-0,10
15153;2021-05-19;Bor;µg/l;32,00
15153;2021-05-19;Cadmium;µg/l;-0,03
15153;2021-05-19;Chrom;µg/l;0,14
15153;2021-05-19;Kupfer;µg/l;-0,10
15153;2021-05-19;Aluminium-gelöst;µg/l;-2,00
15153;2021-05-19;Molybdän;µg/l;-0,10
15153;2021-05-19;Nickel;µg/l;0,23
15153;2021-05-19;Quecksilber;µg/l;-0,01
15153;2021-05-19;Selen;µg/l;-0,90
15153;2021-05-19;Zink;µg/l;-1,00
15153;2021-05-19;Vanadium;µg/l;-0,10
15153;2021-05-19;Thallium;µg/l;-0,05
15153;2021-05-19;Uran;µg/l;-0,05
15153;2021-05-19;Dichlormethan;µg/l;-0,10
15153;2021-05-19;Trichlormethan;µg/l;-0,10
15153;2021-05-19;Tetrachlormethan;µg/l;-0,10
